areaServicioDescripcion,observaciones,label_id,true_label_id,pred_label_id,confidence,true_label,pred_label,is_correct,prob_Arbolado Urbano,prob_Obras Públicas,prob_Higiene Urbana,prob_CLIBA (Higiene Urbana),prob_Alumbrado
CLIBA (Higiene Urbana),cordón suelto en la esquina,3,3,3,0.58422154,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.20665982,0.014238799,0.07191003,0.58422154,0.12296982
Obras Públicas,sobre del barco centenera esquina gaetan gutierrez. 3 baches grandes,1,1,1,0.9851703,Obras Públicas,Obras Públicas,True,0.0056489194,0.9851703,0.0068326187,0.0015178594,0.0008303647
Arbolado Urbano,trabjo de relevamiento en plaza gral. m. belgrano junto a eevv sector c c1,0,0,0,0.8950832,Arbolado Urbano,Arbolado Urbano,True,0.8950832,0.0047755567,0.040667087,0.024370158,0.035104
Arbolado Urbano,poda. las ramas de los árboles tapan la iluminación de la columna luminaria y cuando ingresa a la vivienda no tiene iluminación. vecina teme por la inseguridad y pide por favor podar esas ramas para mayor seguridad al ingresar a su vivienda con el auto. dni. 16521644.,0,0,0,0.9952266,Arbolado Urbano,Arbolado Urbano,True,0.9952266,0.0003726681,0.00048038247,0.0017185292,0.0022018277
CLIBA (Higiene Urbana),la vecina informa que posee mucho material para recicclar esta dentro de su domicilio cerca de la puerta de salida. no posee los medios para pagar contenedoras solicita ayuda ya que se estan juntando ratas y demas solicita ayuda o contenedores municipales gratuitos para colocar todo gracias,3,3,3,0.52781624,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0022943136,0.0030599514,0.46566927,0.52781624,0.0011602315
Alumbrado,no controlan nada. hace un año se hizo reclamo de otro poste q esta eternamente encendido y aún lo está.. nunca lo arreglaron. ahora esta se quemó o no funciona. ah pero el abl subió todo los meses. a donde va la plata del impuesto.,4,4,4,0.99385804,Alumbrado,Alumbrado,True,0.002058173,0.002432587,0.0007959447,0.0008552941,0.99385804
Higiene Urbana,falta barrido en gobernador castro 261,2,2,2,0.9890792,Higiene Urbana,Higiene Urbana,True,0.0009978355,0.0012773845,0.9890792,0.0055510653,0.0030945104
CLIBA (Higiene Urbana),vecino que podo su arbol y dejo las ramas en la vereda pide que la vallan a juntar por favor,3,3,3,0.95242274,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.031760566,0.0010587622,0.012624947,0.95242274,0.002132986
Arbolado Urbano,"se solicita raleo de raíces por un ejemplar que levanta la vereda y rompió caño de desague pluvial del domicilio , esta obstruido y se filtra el agua al interior cuando llueve. desde ya muchas gracias por su gesrtión.",0,0,0,0.9750475,Arbolado Urbano,Arbolado Urbano,True,0.9750475,0.013691124,0.00830762,0.0024807565,0.00047299106
Arbolado Urbano,vecina reclama arbol inclinado hacia su domicilio y ramas ya chocan el techo,0,0,0,0.9938372,Arbolado Urbano,Arbolado Urbano,True,0.9938372,0.00073453743,0.0015824029,0.0018389205,0.0020069962
Obras Públicas,bache importante,1,1,1,0.988069,Obras Públicas,Obras Públicas,True,0.0018279129,0.988069,0.0048439996,0.001024637,0.0042344853
CLIBA (Higiene Urbana),"ramas , restos de poda grandes en la vereda",3,3,3,0.9851332,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.008170694,0.0007935392,0.004951506,0.9851332,0.0009511561
Alumbrado,luz quemada es en alto perú 188.,4,4,4,0.9714622,Alumbrado,Alumbrado,True,0.021053372,0.0015097238,0.0030370918,0.002937621,0.9714622
Higiene Urbana,hace tiempo no pasa el personal del barrido.,2,2,2,0.97585154,Higiene Urbana,Higiene Urbana,True,0.00033903675,0.002012169,0.97585154,0.020832324,0.0009648747
CLIBA (Higiene Urbana),arbol podado para recolectar,3,3,0,0.55797184,CLIBA (Higiene Urbana),Arbolado Urbano,False,0.55797184,0.0019886647,0.03763216,0.39899373,0.0034135957
CLIBA (Higiene Urbana),vecina refiere recoleccion de bolson de escombro.,3,3,3,0.9864659,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.00022834181,0.0013105066,0.011118977,0.9864659,0.00087628036
Alumbrado,la luminaria continua con problemas ya que la luz titila y se apaga,4,4,4,0.9923569,Alumbrado,Alumbrado,True,0.005611901,0.00081239885,0.00036425368,0.00085451227,0.9923569
Higiene Urbana,"vecina informa que el servicio de barrido, no pasa como corresponde hace 1 semana por su cuadra, manifiesta que los cordones de su cuadra están sucios y llenos de hojas. dirección la calandria 1823. entreindependencia y martín rodríguez",2,2,2,0.98293394,Higiene Urbana,Higiene Urbana,True,0.00056869513,0.0013001792,0.98293394,0.014744178,0.00045296788
CLIBA (Higiene Urbana),se necesita otro contenedor. uno es insuficiente teniendo en cuenta que hay un geriátrico y que no está más el de colón y avda. santa fe..,3,3,2,0.8196986,CLIBA (Higiene Urbana),Higiene Urbana,False,0.0007767779,0.0019371978,0.8196986,0.17662112,0.0009663517
CLIBA (Higiene Urbana),por favor esto sucede todos los dias desde hace meses ha empeorado. no alcanzan los tachos y la gente se ha acoatumbrado a usar esta esquina de basurero.paran de cualquier lado a tirar todo tipo de basura aca. hay ratas todo el tiempo. pongan mas tachos urgente.,3,3,2,0.6498045,CLIBA (Higiene Urbana),Higiene Urbana,False,0.00060972583,0.0033501375,0.6498045,0.34481314,0.0014224777
Obras Públicas,falta la tapa y la cámara está abierta es un peligro urgente,1,1,1,0.7463237,Obras Públicas,Obras Públicas,True,0.03257679,0.7463237,0.06581479,0.13459994,0.020684782
Alumbrado,en esta dirección ambas luces están encendidas de día,4,4,4,0.9907575,Alumbrado,Alumbrado,True,0.0050577396,0.0010298839,0.0016965953,0.0014582628,0.9907575
Alumbrado,la luminaria apagada de noche,4,4,4,0.99568415,Alumbrado,Alumbrado,True,0.002019888,0.00060233864,0.000559792,0.0011339193,0.99568415
Obras Públicas,se solicita reparación de calzada por hundimiento .,1,1,1,0.960435,Obras Públicas,Obras Públicas,True,0.034131743,0.960435,0.0023650334,0.0011774229,0.0018908621
CLIBA (Higiene Urbana),el vecino nos comunico que el personal de cliba le pidio dinero para su retiro,3,3,0,0.68026155,CLIBA (Higiene Urbana),Arbolado Urbano,False,0.68026155,0.019637931,0.0059038517,0.24885699,0.04533973
CLIBA (Higiene Urbana),retiro de maderas sueltas. reiterado delegación martínez,3,3,3,0.990026,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0008962979,0.0019405019,0.0055250293,0.990026,0.0016121842
Arbolado Urbano,"por medio del expte. 105182022, vecina solicita recorte de raices y reparacion de vereda del ejemplar que se encuentra en 1815.",0,0,0,0.99745876,Arbolado Urbano,Arbolado Urbano,True,0.99745876,0.0010716498,0.0006789646,0.00046150733,0.00032909153
Alumbrado,cable colgando en la calle tomkinson y neuquen,4,4,4,0.8735977,Alumbrado,Alumbrado,True,0.09718436,0.0062140124,0.014168263,0.008835675,0.8735977
Higiene Urbana,"vecinos piden limpieza de guardaganado, el mismo se encuentra lleno de barro y malezas en el fondo. cortada de placido marin, entrada por olazabal.",2,2,2,0.83012694,Higiene Urbana,Higiene Urbana,True,0.001439481,0.008878282,0.83012694,0.15868923,0.0008660884
Higiene Urbana,agua estancada y falta de barrido,2,2,2,0.9832419,Higiene Urbana,Higiene Urbana,True,0.0005176468,0.008227791,0.9832419,0.007387089,0.00062556105
Arbolado Urbano,"vecino nos informa que el árbol ficus plantado en su domicilio genera falta de iluminación, provocando casos de robo muy frecuentes en su domicilio e incrementando mucha inseguridad sobre la misma.",0,0,0,0.95929873,Arbolado Urbano,Arbolado Urbano,True,0.95929873,0.0029826998,0.015686952,0.013476033,0.0085555725
Higiene Urbana,limpieza de boca de tormenta porque siempre que llueve se inunda.,2,2,2,0.596089,Higiene Urbana,Higiene Urbana,True,0.001855514,0.117131785,0.596089,0.28082374,0.0040999507
Obras Públicas,boca de tormenta rota.,1,1,1,0.92522216,Obras Públicas,Obras Públicas,True,0.0031642744,0.92522216,0.03877855,0.008848895,0.023986172
Obras Públicas,acumulación de agua urgente. delegacion martínez.,1,1,1,0.6828453,Obras Públicas,Obras Públicas,True,0.027379269,0.6828453,0.20149045,0.07668735,0.011597684
CLIBA (Higiene Urbana),retiro de plásticos. delegacion martínez,3,3,3,0.9455961,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.026677117,0.008202446,0.005887796,0.9455961,0.01363649
Obras Públicas,"buenos dias, hago este reclamo para que solucionen alguna vez el tema de los pozos, baches, roturas de pavimento en martinez, se hace imposible transitar, cada calle y media hay un pozo en algun lado, no es solamente el punto marcado. les puedo pasar una lista de pozos que sorteo todos los dias. hace mas de 50 años que vivo en martinez y la verdad no me acuerdo de haber tenido las calles en este estado alguna vez espero hagan algo",1,1,1,0.9840082,Obras Públicas,Obras Públicas,True,0.0020055224,0.9840082,0.0104653165,0.0011849175,0.0023360855
Alumbrado,placido marín y nuestra malvinas,4,4,4,0.4688294,Alumbrado,Alumbrado,True,0.16725646,0.14584543,0.08881106,0.12925759,0.4688294
CLIBA (Higiene Urbana),15 bolsas de escombros tierra vecino pide que toquen su timbre,3,3,3,0.97642183,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0003037291,0.001603968,0.01980406,0.97642183,0.0018664479
Obras Públicas,"eduardo costa y guido spano, hay un sector sin empedrado que genera un bache sobre guido spano.",1,1,1,0.98506784,Obras Públicas,Obras Públicas,True,0.0041460916,0.98506784,0.007415061,0.00091539026,0.0024556266
CLIBA (Higiene Urbana),vecina denuncia que nunca pasan a recolectar los ecoresiduos,3,3,2,0.82743084,CLIBA (Higiene Urbana),Higiene Urbana,False,0.006453736,0.0030291341,0.82743084,0.16203278,0.001053442
CLIBA (Higiene Urbana),vecnina pide que pasen con el camión almeja porque tiene ramas y troncos pesados y grande en la vereda,3,3,3,0.77987146,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.19419523,0.0057418984,0.017707126,0.77987146,0.0024843032
Arbolado Urbano,vecina poda de arbol ya que se encuentra alto muy alto.,0,0,0,0.97301966,Arbolado Urbano,Arbolado Urbano,True,0.97301966,0.001180005,0.00069081667,0.023896972,0.0012124614
Alumbrado,1140 y 1124 y esquina lainez y 1080 farolas encendidas del lado del arsenal,4,4,4,0.9944253,Alumbrado,Alumbrado,True,0.001674566,0.0013908986,0.001237999,0.001271275,0.9944253
Arbolado Urbano,"le recortaron raices hace tiempo, nunca le repararon la vereda como le habian prometido las raices ahora están haciendo presion hacia el cordon, se solicita inspeccionar y resolver el tema vereda de la vecina en carlos gardel 266 reclamo antes 7251568",0,0,0,0.9913299,Arbolado Urbano,Arbolado Urbano,True,0.9913299,0.0073897084,0.00031010702,0.0004980167,0.0004721727
Higiene Urbana,vecina reclama donde hace 2 semanas que no pasa el barrendero pampa y neuquen beccar,2,2,2,0.9735633,Higiene Urbana,Higiene Urbana,True,0.0005106887,0.0012456606,0.9735633,0.023064831,0.0016154473
Alumbrado,se observo esta luminaria apagada de noche,4,4,4,0.99525553,Alumbrado,Alumbrado,True,0.0022231478,0.0005138991,0.00061121024,0.00139618,0.99525553
Arbolado Urbano,la vecina solicita poda de un arbol de mora.,0,0,0,0.99441457,Arbolado Urbano,Arbolado Urbano,True,0.99441457,0.0008974521,0.00032969558,0.0031354283,0.0012229297
Obras Públicas,"asfaltaron la calle pero quedo todo material por todos lados, vecina reporta",1,1,1,0.6926269,Obras Públicas,Obras Públicas,True,0.022453152,0.6926269,0.19365487,0.08577534,0.005489771
Arbolado Urbano,"buenas tardes, tengo un tilo gigante en la puerta de mi casa enredado con cables de luz. la cantidad de hojas es inmensa sus raices me levantaron la vereda que repare varias veces necesitaría aunque sea que lo poden lo antes posible muchas gracias espero respuesta raquel",0,0,0,0.98410285,Arbolado Urbano,Arbolado Urbano,True,0.98410285,0.0037189003,0.00221293,0.0037961754,0.006169162
Higiene Urbana,falta de barrido y recolección en olaguer y feliu al 300400.,2,2,2,0.98653656,Higiene Urbana,Higiene Urbana,True,0.0006327579,0.0013341518,0.98653656,0.00982278,0.0016737932
Arbolado Urbano,"cables entre ramas , vereda impar esq int.o. williams",0,0,0,0.95391357,Arbolado Urbano,Arbolado Urbano,True,0.95391357,0.0027229916,0.0018541389,0.0072168307,0.034292508
Arbolado Urbano,"arbol muy inclinado, con riesgo de caida por su grado de inclinacion y por ramas secas, se pide inspeccionar urgente,",0,0,0,0.9970162,Arbolado Urbano,Arbolado Urbano,True,0.9970162,0.00070209923,0.0004025028,0.00077010266,0.0011090419
CLIBA (Higiene Urbana),1 bolsa,3,3,3,0.9670313,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.003056653,0.001389774,0.026663601,0.9670313,0.0018586664
Higiene Urbana,"vecina solcita barrido, manifiesta que el sector no pasa como corresponde hace 2 semanas aproximadamente. informa que su cuadra está llena de hojas. direccion martina cespedes 965. entre cosme argerich y la madrid",2,2,2,0.9224228,Higiene Urbana,Higiene Urbana,True,0.0014014221,0.0020134887,0.9224228,0.07241305,0.0017491683
CLIBA (Higiene Urbana),vecino refiere que el contenedor esta revalsado de basura y que hay basura al rededor del contenedor.,3,3,2,0.52110374,CLIBA (Higiene Urbana),Higiene Urbana,False,0.00055935513,0.003465856,0.52110374,0.4736901,0.0011809886
CLIBA (Higiene Urbana),escombros en la calle,3,3,3,0.9698448,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0002601029,0.0038436593,0.023152407,0.9698448,0.0028990593
CLIBA (Higiene Urbana),pacheco 234 bolson de escombro,3,3,3,0.9525336,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0011128967,0.010025197,0.035498,0.9525336,0.0008303104
Arbolado Urbano,asignado a poda informe tecnico carolina 7225asignado a poda,0,0,0,0.99646336,Arbolado Urbano,Arbolado Urbano,True,0.99646336,0.0006334462,0.0005621562,0.001317048,0.0010241208
Obras Públicas,vecino solicita reparación e bache en la esquina de loria y martin rodriguez. sr eduardo pino cel 11 54746506,1,1,1,0.98813677,Obras Públicas,Obras Públicas,True,0.006870734,0.98813677,0.0018412428,0.0008924998,0.002258773
Arbolado Urbano,"vecino reclama pedido de poda del arbol ubicado en la puerta de su domicilio ya que el vientos provocó cortes de luz a causa de la gran cantidad de cables que son atravesados por las ramas.el mismo se encuentre en soldado de malvinas 921 entre miguel cane y pedernera. informe tecnico occhipinti 041124poda leve de limpieza, raleo y faldeo y eliminacion de interferencia en propiedad",0,0,0,0.99784446,Arbolado Urbano,Arbolado Urbano,True,0.99784446,0.00045927396,0.00049895264,0.00073067966,0.00046650623
Arbolado Urbano,"informe tecnico gianna 23125 eliminacion de interferencia en propiedad, refaldado de frente y limpieza",0,0,0,0.9896359,Arbolado Urbano,Arbolado Urbano,True,0.9896359,0.002065502,0.005194502,0.0016321463,0.0014719651
Arbolado Urbano,"vecino solicita poda por un ejemplar que tiene ramas secas muy grandes y ya se le cayeron varias, solicita que sea inspeccionado. se le da aviso de que los trabajos de poda se retomarían en marzo del año que viene.",0,0,0,0.99634725,Arbolado Urbano,Arbolado Urbano,True,0.99634725,0.0005205983,0.0009161949,0.0017781333,0.00043775482
Higiene Urbana,hola. quería avisar que el contenedor de basura de la calle padre acevedo esquina felix frías se encuentra roto ya hace varias semanas. la basura se cae a la calle por éste motivo.,2,2,3,0.5371752,Higiene Urbana,CLIBA (Higiene Urbana),False,0.00038663283,0.0033526702,0.4578359,0.5371752,0.0012495642
Alumbrado,apagada la de la vereda,4,4,4,0.99439937,Alumbrado,Alumbrado,True,0.0028657592,0.00078115595,0.0007969345,0.0011568173,0.99439937
Obras Públicas,"se solicita nueva rampa para discapacitados ya que solo hay una, pero el vecino comenta que es imposible cruzar de manera correcta ya que su hija debe pasar sobre la calle para llegar de manera correcta hacia la rampa.",1,1,1,0.9633019,Obras Públicas,Obras Públicas,True,0.0014575729,0.9633019,0.027844232,0.0035941743,0.003802127
Arbolado Urbano,"referente a evento numero1.024.160siendo las 1410 horas, agente de proteccion civil guiñazu gaston en recorrido por la arteria primera junta 327 de la localidad de san isidro informa que un vecino le indica que en el lugar se encuentra una rama de un arbol la misma creciendo hacia una ventana de un primer piso de la finca con riesgo de ingresar a la misma.solicita servicio de poda.se adjunta fotografias del incidente.informa operadora ruiz paolalegajo71.069",0,0,0,0.9704809,Arbolado Urbano,Arbolado Urbano,True,0.9704809,0.002760788,0.008987576,0.016012248,0.0017584646
Higiene Urbana,el barrendero pasa de largo. no barre olazabal al 400,2,2,2,0.98878515,Higiene Urbana,Higiene Urbana,True,0.00067897956,0.0014394979,0.98878515,0.007470816,0.0016255605
Higiene Urbana,se solicita barrido,2,2,2,0.94344866,Higiene Urbana,Higiene Urbana,True,0.001750405,0.0012310247,0.94344866,0.050335355,0.0032345196
Alumbrado,palo todo doblado vecina tiene miedo de que se caiga le pusieron una cinta pero igualmente quiere que lo arreglen,4,4,4,0.5810749,Alumbrado,Alumbrado,True,0.22532599,0.057382558,0.037965894,0.09825067,0.5810749
Alumbrado,las ramas tapan la luz,4,4,0,0.9791008,Alumbrado,Arbolado Urbano,False,0.9791008,0.00053287816,0.0013003558,0.010754011,0.008311958
Higiene Urbana,barrido en esquiuu y sarratea.,2,2,2,0.93920887,Higiene Urbana,Higiene Urbana,True,0.0010657611,0.008202608,0.93920887,0.041489653,0.0100331
Arbolado Urbano,es la que sigue en el boulevard informe tecnico 151124 liberacion de luminaria,0,0,0,0.9625327,Arbolado Urbano,Arbolado Urbano,True,0.9625327,0.0015423178,0.000922289,0.00134707,0.033655662
Higiene Urbana,"estimados buenas tardes, por favor, solicito por este medio de sacar el cesto de basura colocado justo en la entrada de nuestra institución, el mismo mas allá que esta desfondado, siempre esta lleno de abejas y demás insectos, ocasionando mal estar a los alumnos al ingreso y egreso al establecimiento. desde ya muchas gracias. saludos silvana riverside school",2,2,3,0.5774476,Higiene Urbana,CLIBA (Higiene Urbana),False,0.0006916371,0.0026990601,0.41827795,0.5774476,0.0008837256
Higiene Urbana,sacaron los contenedores de la esquina donde tiraban las cosas. ya hace 1 semana.,2,2,2,0.76118594,Higiene Urbana,Higiene Urbana,True,0.000805796,0.014710219,0.76118594,0.2216456,0.0016524937
Alumbrado,"vecino reclama , falta protector antivandalico y lámpara del lado de la vereda",4,4,0,0.59547675,Alumbrado,Arbolado Urbano,False,0.59547675,0.023381783,0.2833544,0.027124988,0.070662126
Arbolado Urbano,por las raices no se puede transitar por la vereda.,0,0,0,0.9843444,Arbolado Urbano,Arbolado Urbano,True,0.9843444,0.01137332,0.0018773575,0.0016403837,0.00076452846
Arbolado Urbano,vecina pide pedido de poda de 3 arboles adjunto fotos. que las ramas caen dentro de su casa a lo igual que las casas de sus vecinos y ademas caen muchas ramas en la calle que puede ser peligroso para los civiles y autos esto es en monroe 1781,0,0,0,0.98207915,Arbolado Urbano,Arbolado Urbano,True,0.98207915,0.0010345649,0.0028505982,0.013644548,0.00039111616
Higiene Urbana,falta de barrido,2,2,2,0.9863288,Higiene Urbana,Higiene Urbana,True,0.00050158217,0.0010846808,0.9863288,0.011184727,0.000900186
Higiene Urbana,vecino solicita se reintegre el contenedor que fue retirado de la dirección lonardi 1465 ya que toda la cuadra lo quiere y el contenedor más proximo está a 2 cuadras,2,2,2,0.8882209,Higiene Urbana,Higiene Urbana,True,0.00069398416,0.0017919145,0.8882209,0.108106345,0.0011868526
Arbolado Urbano,"info romina 2312especie a definir. abrir 1.6x1.2m, predominante ligustro, ancho 3.2m. plantera hacia ld x lumin 23425el equipo técnico de la dirección general de arbolado determinó que la intervención será incluida en el plan integral. las tareas de plantación se retomarán a pártir de mayo de 2025 y se extenderán hasta noviembre yo cuando lo permita el estado fisiológico de los árboles.",0,0,0,0.9951999,Arbolado Urbano,Arbolado Urbano,True,0.9951999,0.0008599765,0.0009147172,0.0027468996,0.00027843303
Obras Públicas,bache en guayaquil 1696,1,1,1,0.98521024,Obras Públicas,Obras Públicas,True,0.0062861345,0.98521024,0.0042049643,0.0005906099,0.003708077
Higiene Urbana,"la gente tira rollos, madera,etc en los sumideros porque el contenedor esta super rebalsado de basura y no hay lugar ahi, hace meses estan reclamando los demas vecino y no saben a quien mas reclamar.",2,2,2,0.55590147,Higiene Urbana,Higiene Urbana,True,0.00049475185,0.0046076383,0.55590147,0.43769616,0.0012999595
Obras Públicas,"nos, los vecinos que vivimos en la calle gervasio posadas alt. aprox 2800 al 2500 entre las calles sucre y esnaola solicitamos a las autoridades, por razones de seguridad, la colocación en el pavimento de reductores de velocidad y carteles indicadores. anteriormente teníamos 3 lomos de burro construidos en material, estaban señalizados con fajas a 45º amarillas y tenían los carteles indicadores en el cordón de la vereda, pero cuando asfaltaron las calles, han sacado todo. nos dejaron expuestos a tener accidentes. cabe recordar que la calle posadas a esta altura, es más angosta que las calles del partido. es doble mano y se estaciona de las dos manos. es un peligro y caos total. g. posadas es una calle que esta una cuadra antes y paralela a la calle josé ingenieros y los conductores para evitar la cola del semáforo, y ganar tiempo y distancias, retoman nuestra calle posadas. lastimosamente lo hacen a una velocidad de más de 40 kmh, olvidando que es una calle interna y residencial. un peligro para los que vivimos, cruzamos y estacionamos sobre la calle posadas. ya son varios los accidentes ocurridos. es de suma necesidad colocar los reductores de velocidad y los carteles. agradecemos se contemple, dado el crecimiento que ha tenido la zona, por las nuevas urbanizaciones en el entorno, de convertir la calle gervasio posadas en una sola mano, y a su vez que, a partir de determinada distancia de la esquina, el estacionamiento en vía pública sea solamente para los residentes de la calle posadas. realmente estamos necesitando una actualización en la trama urbana. no damos más de tantos autos, a tanta velocidad, para los dos sentidos , no podemos cruzar la calle en horarios picos, tenemos miedo por nosotros, nuestros hijos y mascotas y aparte hasta nos estacionan sobre algunos de nuestro garajes. necesitamos de su intervención reductores de velocidad con carteles indicadores un solo sentido de circulacion estacionamiento solo para residentes en esta calle en esta altura de chapas catastrales a continuación, se adjunta la lista de los vecinos que adhieren a la solicitud presentada, con datos apellido y nombre, dni y dirección. gracias es urgente!!!!! no podemos unir las 8 hojas con mas de 35 firmas dado que el sistema solo permite subir dos hojas",1,1,1,0.95995784,Obras Públicas,Obras Públicas,True,0.011642634,0.95995784,0.019630099,0.0027655156,0.0060038404
Alumbrado,columna apagada en juncal 57.,4,4,4,0.99380565,Alumbrado,Alumbrado,True,0.0008230232,0.0015824538,0.0018823483,0.0019064951,0.99380565
Arbolado Urbano,vecina sugiere un árbol de crespón informe tecnico 5325 plantacion,0,0,0,0.99417406,Arbolado Urbano,Arbolado Urbano,True,0.99417406,0.0011498082,0.0009858734,0.002763904,0.0009263345
Arbolado Urbano,refiere al evento sge nº 1013661 siendo las 0224 horas operador de monitoreo visualiza en la arteria tomkinson y roma de la localidad de beccar una rama de mediano porte caida sobre la vereda. se desplaza inspector sanchez cristian a cargo del movil nº 450 quien refiere rama de gran porte caida. se procede a correr hacia la verede y se deja señalizado. se adjunta fotografia. informa operadora dundo laura legajo 54221,0,0,0,0.93595445,Arbolado Urbano,Arbolado Urbano,True,0.93595445,0.0032562653,0.005932801,0.041446667,0.013409748
Arbolado Urbano,"informe tecnico carolina 29125 ejemplar toalmente seco, con una shefflera creciendo sobre las ramas primarias",0,0,0,0.99783367,Arbolado Urbano,Arbolado Urbano,True,0.99783367,0.00045886336,0.000631127,0.0005300306,0.0005463418
Higiene Urbana,"reclamo de la solicitud 8453905, no tengo novedades desde el 22 de abril. solicito barrendero como corresponde a la brevedad, espero respuesta",2,2,2,0.80094963,Higiene Urbana,Higiene Urbana,True,0.14264795,0.027282152,0.80094963,0.026488543,0.002631707
Alumbrado,14 de julio 1300esquina linez 332170ambas apagadas,4,4,4,0.9932862,Alumbrado,Alumbrado,True,0.003937144,0.0006849982,0.00063230837,0.0014594151,0.9932862
CLIBA (Higiene Urbana),esto es ahora por favor no podemos seguir asi,3,3,3,0.4411071,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.025367806,0.066410504,0.18286157,0.4411071,0.28425297
CLIBA (Higiene Urbana),"pide recoleccion doliciliaria, hay pasto, basura, agua, etc.",3,3,3,0.8007742,CLIBA (Higiene Urbana),CLIBA (Higiene Urbana),True,0.0036018384,0.0013380965,0.19273749,0.8007742,0.00154835
Arbolado Urbano,"hay unas ramas gruesas pendiendo de un hilo a punto de caer sobre la cabeza de alguien en la vereda y otro apunto de caer sobre el techo de mi casa ademas de los pozos que dejan los camiones que pasan todas las mañana con sus cargas al bajo que me esta empezando a agrietar los cimientos de la casa. la calle está totalmente abandonada en pleno casco histórico, una verguenza. ojala puedan regularizarlo de una vez!",0,0,0,0.88204926,Arbolado Urbano,Arbolado Urbano,True,0.88204926,0.10150504,0.0071663675,0.008226505,0.0010527862
Obras Públicas,esta roto el fluvial de la vereda,1,1,0,0.67301315,Obras Públicas,Arbolado Urbano,False,0.67301315,0.28877053,0.0018041698,0.002346167,0.034065988
Arbolado Urbano,en la calle pavon altura 24442448 hay un jacaranda que hace tiempo esta levantando la vereda de la casa.,0,0,0,0.9678389,Arbolado Urbano,Arbolado Urbano,True,0.9678389,0.011838797,0.0023675628,0.011458901,0.006495693
Higiene Urbana,no pasa el barrendero hace 5 días,2,2,2,0.98627186,Higiene Urbana,Higiene Urbana,True,0.0004604561,0.0018099851,0.98627186,0.010876194,0.0005815206
Alumbrado,apagada,4,4,4,0.9953499,Alumbrado,Alumbrado,True,0.0016263244,0.0006200195,0.00095898885,0.0014447899,0.9953499
Alumbrado,"uruguay y montevideo, luminaria apagada",4,4,4,0.9962953,Alumbrado,Alumbrado,True,0.0013743938,0.00057488104,0.00074430124,0.0010111877,0.9962953
Higiene Urbana,basura sobre vereda.,2,2,2,0.5292977,Higiene Urbana,Higiene Urbana,True,0.0034453375,0.005980896,0.5292977,0.45720628,0.004069721
Obras Públicas,se acaba de.caer una señora. falta reja en cloaca,1,1,1,0.9730355,Obras Públicas,Obras Públicas,True,0.004584544,0.9730355,0.0068818545,0.0022447468,0.013253357
CLIBA (Higiene Urbana),"segun registro sge 1015566, siendo las 1336 horas, inspector nuñez mariano de la patrulla municipal en recorrida por la arteria yatay 961, de la localidad de boulogne, visualiza pertenencias de personas en situacion de calle y una vivienda precaria. solicita que se realice la limpieza correspondiente. se adjuntan fotografías. informa operadora kimmel natasha, legajo 70.797",3,3,2,0.8329736,CLIBA (Higiene Urbana),Higiene Urbana,False,0.0008551485,0.0038710022,0.8329736,0.16081753,0.0014827022
Obras Públicas,arroyo entubado sigue tapado. las fotos son 2 días después de la lluvia,1,1,2,0.67235094,Obras Públicas,Higiene Urbana,False,0.016329467,0.26478633,0.67235094,0.044803813,0.0017294707
Higiene Urbana,no pasan nunca a barrer,2,2,2,0.95473224,Higiene Urbana,Higiene Urbana,True,0.0010651741,0.0015691246,0.95473224,0.041496314,0.0011371467
Arbolado Urbano,la sra adriana solicita la reparacion de su vereda por rotura provocado por los arboles los cuales estan pedido de extraccion con numero de incidente 7770119,0,0,0,0.95415455,Arbolado Urbano,Arbolado Urbano,True,0.95415455,0.04325145,0.00096232473,0.000374134,0.0012575523
Arbolado Urbano,"informe ing sencio 91024 ejemplar ficus seco, extraccion",0,0,0,0.99474204,Arbolado Urbano,Arbolado Urbano,True,0.99474204,0.000542809,0.0009371975,0.0031588878,0.0006191063
Obras Públicas,"buen día tras reiterados reclamos por el arreglo de la rotura del asfalto en la puerta de mi casa la rábida 480. lomas de san isidro, no obtuve ninguna solución. por favor necesito de forma urgente que lo solucionen, ya que cada día se esta haciendo mas grande!! y también tengo constancia q mis impuestos están al día!!! una vergüenza estar reclamando esto desde el mes de mayo 2023 dejo los reclamos anteriores y dos mas que fueron telefónicos!! reportes nº 4754087 26723 obras públicas estado sin asignar reportes nº 4473998 17523 obras públicas estado sin asignar",1,1,1,0.8640923,Obras Públicas,Obras Públicas,True,0.1254189,0.8640923,0.0057304646,0.0014863636,0.003271875
